Time (s),Vibration_1,Vibration_2,Vibration_3
0.0,-0.02686402103193188,-2.2857697879667103,0.9187155734359959
0.001,-0.0038194160478801937,-0.2118453452401811,0.9341752655476404
0.002,0.8680374383144699,-0.8199519215961121,0.9341752655476404
0.003,1.375018747963607,-0.30487823406203574,0.44271475088882695
0.004,1.4825655028206377,-0.3162265617981021,-1.327062367315577
0.005,1.4825655028206377,0.00711888353117609,-1.327062367315577
0.006,0.3741105262111305,0.6072114346301943,0.9341752655476404
0.007,-0.04299840347964181,1.797335132856048,0.9341752655476404
0.008,-0.22192973148637893,1.804144129497688,0.9341752655476404
0.009,-0.3901521889110825,1.273182783133119,0.1279565458849677
0.01,-0.23421808150529067,1.290193575430274,-1.327062367315577
0.011,0.21126619626899698,0.773985055122591,-1.327062367315577
0.012,-0.35174714640339116,0.7399517712213365,0.6083728141937138
0.013,-1.6629914879136796,0.35194425641036936,0.9341752655476404
0.014,-1.4886169580823354,-1.242004419615278,0.9341752655476404
0.015,-0.42625908883811614,-1.846706497650389,0.9341752655476404
0.016,-0.05605280102543942,-0.7564246848880297,-0.8654230073857827
0.017,0.8442267858035325,0.00030988688953631624,-1.327062367315577
0.018,-0.3402248439113653,0.22147358536644035,-1.327062367315577
0.019,-0.6183000961709416,-0.3321142206285948,0.03794678292383689
0.02,-0.8395298834972746,-1.7933810565978219,0.9341752655476404
0.021,-1.2696932107338446,-0.3468553473785366,0.9341752655476404
0.022,0.07914274137414273,0.40073036636851,0.5746881444233144
0.023,0.5592413110076142,0.2555068692676948,-0.4866070471623077
0.024,1.3919191779382027,-0.18916038907499294,-1.327062367315577
0.025,1.4825655028206377,0.020725177507511218,-1.327062367315577
0.026,1.4825655028206377,-0.042802059200571146,0.8668059260068417
0.027,0.5953403135374634,0.7251989451644503,0.9341752655476404
0.028,-0.37017967143175873,1.7235944011855062,0.9341752655476404
0.029,0.19743785379912906,0.17609197372911964,0.9341752655476404
0.03,0.47013497857613545,1.3957096247618015,-0.7743093829842577
0.031,-0.05298071352071149,0.5470769969359874,-1.327062367315577
0.032,-0.3640354964223028,0.7433562695421564,-0.7814844823468207
0.033,-1.1560101782645422,-0.08023984142264545,0.9341752655476404
