Time (s),Vibration_1,Vibration_2,Vibration_3
0.0,0.043801888973994944,0.5811219801441861,0.9341752655476404
0.001,0.6759964309816444,0.8170970012126983,-0.3723010686202534
0.002,0.13752030136115784,0.3224386042965971,-1.327062367315577
0.003,0.5822859159916659,0.6060766018565876,-0.7958403130180709
0.004,-1.6629914879136796,1.302676735939947,0.9341752655476404
0.005,-1.6629914879136796,0.08305908490726498,0.9341752655476404
0.006,-1.6629914879136796,-1.232925757426425,0.9341752655476404
0.007,-0.7788462835324175,-1.1455670324726035,-0.4093029546579602
0.008,-0.09364441162313854,-0.3162265617981021,-1.327062367315577
0.009,0.2089601562911549,-0.29579957187318273,-1.327062367315577
0.01,0.23584289630682043,-0.09612750025313825,-0.5959456492225875
0.011,-0.4423934712858261,-1.5619453666237362,0.9341752655476404
0.012,-0.3817019739237845,-1.3259586462482797,0.9341752655476404
0.013,-0.2365241214831327,-0.31963106011892195,0.9341752655476404
0.014,1.2659398980528045,-0.24928312746225542,0.5940169835224635
0.015,1.4825655028206377,-0.16532890082925375,-1.327062367315577
0.016,1.4825655028206377,-0.040532393653357895,-1.327062367315577
0.017,1.4825655028206377,0.5652343213136934,-0.08353429498078026
0.018,0.43249598359533,2.1161412470909,0.9341752655476404
0.019,-1.1775147907976378,0.11028337216687964,0.9341752655476404
0.02,-0.6121559211614859,1.2368798336846512,0.9341752655476404
0.021,0.4901074960554592,1.0394657283048756,-0.5661244944935682
0.022,0.341849658712895,1.2334753353638312,-1.327062367315577
0.023,0.4901074960554592,0.7796592189906241,-1.327062367315577
0.024,-0.7458114711101117,0.4188759914392717,0.9341752655476404
0.025,-1.6629914879136796,-1.3009923252289337,0.9341752655476404
0.026,-1.6629914879136796,-1.8138080465227413,0.9341752655476404
0.027,-0.6628493136880889,-0.5748982383387468,0.9341752655476404
0.028,0.07069252638684483,-0.09272300193231837,-1.327062367315577
0.029,0.7904534083750169,-0.16986823192368028,-1.327062367315577
0.03,-0.41012470639040616,-0.4773260184224656,-1.327062367315577
0.031,-1.6023078879488222,-2.2857697879667103,0.718815277694388
0.032,-1.1867310533118216,0.0887332487752981,0.9341752655476404
0.033,-0.576815068761338,-0.03258856423811149,0.9341752655476404
0.034,1.00092694073621,0.14999081993616722,0.2179663088460985
0.035,0.9725042082695884,-0.14945294130570538,-1.327062367315577
0.036,1.4825655028206377,0.11255303771409289,-1.327062367315577
0.037,1.4825655028206377,0.46198793752937906,-0.6638669194835836
0.038,0.7773990108292194,1.5795057368582976,0.9341752655476404
0.039,0.29114836878910755,1.725852367425775,0.9341752655476404
0.04,-0.1750744739913897,0.6367053874370222,0.9341752655476404
0.041,0.05302604888536313,1.2777221142275454,0.18152198547471338
0.042,0.4616847635888376,0.667345872324401,-1.327062367315577
0.043,-0.15202986900733803,0.5595601574456602,-1.327062367315577
