Time (s),Vibration_1,Vibration_2,Vibration_3
0.0,0.10962087998731525,1.094568108829902,-0.0543684018560613
0.001,0.6139699417730731,0.7947270011558719,0.9289721676266934
0.002,0.016445735469682688,0.6256326575491995,0.9289721676266934
0.003,-0.5733204723946865,-0.9264853337045399,0.9289721676266934
0.004,-0.022051352702725735,-1.8959037751776455,-0.6334120066739533
0.005,-0.9860380730256781,-0.86899302439825,-1.3080946153571242
0.006,-1.6736500571209685,-0.06528634221961893,-1.242537463042596
0.007,-1.6736500571209685,-0.38315627555763115,0.9289721676266934
0.008,-0.9729523879035332,-0.7393621644338855,0.9289721676266934
0.009,0.02722777003493464,-1.7606352746929514,0.9289721676266934
0.01,0.7479458250200072,-0.15321028633461653,-0.058742221724062696
0.011,-0.20372309369976477,0.1127468582120711,-1.3080946153571242
0.012,-0.08903929432619274,0.11951202683646674,-1.3080946153571242
0.013,-0.15290028759923793,-0.052883533074893595,-0.8759723558886957
0.014,0.8642128893811345,0.037295467248235896,0.9289721676266934
0.015,1.47482278080667,0.26605580836182036,0.9289721676266934
0.016,1.4794459145703316,0.7710489109704872,0.9289721676266934
0.017,1.4794459145703316,2.3457872083119824,0.7836554848530063
0.018,0.7132960707673581,-0.5815547258689451,-1.3080946153571242
0.019,-0.26455213452164145,0.9435142148882845,-1.3080946153571242
0.02,-0.5671615715930962,0.36862599382860234,-1.1950104777253325
0.021,-0.40161538449430845,0.7597736299298278,0.9289721676266934
0.022,0.2805580843687289,0.9773284340091899,0.9289721676266934
0.023,-0.0012630834161239408,0.833051332693041,0.9289721676266934
0.024,0.03723400475628449,-1.0685190028136298,0.7339443754742694
0.025,-1.6736500571209685,-1.4111945544410927,-1.1611398395373318
0.026,-1.6736500571209685,-1.16883413207228,-1.3080946153571242
0.027,-0.9352231832500891,-0.17236664010266467,0.15705146424752212
0.028,0.039545571638115284,-0.3887939160779609,0.9289721676266934
0.029,1.2130219987894544,-1.1902571660495327,0.9289721676266934
0.03,0.38527523064564007,-2.270138489717882,0.9289721676266934
0.031,-1.1500484930865371,-0.4834830288173541,-0.9398858434120638
0.032,-0.6272227288960085,-1.008771637299208,-1.3080946153571242
0.033,-1.5797070290843713,-0.6491831641107559,-1.3080946153571242
0.034,-0.18062325753133215,-0.33806677539606644,-0.48099692070047784
0.035,0.589326422241774,0.03504041104010402,0.9289721676266934
0.036,1.4794459145703316,0.49263083727371004,0.9289721676266934
0.037,1.4794459145703316,1.9535120441066913,0.9289721676266934
0.038,1.3377674471589407,2.3457872083119824,-0.5962651823937427
0.039,0.48229770908303216,1.4631651828498087,-1.3080946153571242
0.04,-0.4778416773201609,1.235474249834926,-1.3080946153571242
0.041,0.3213667394229682,0.7507650290983732,0.17289193543825843
0.042,0.5469740838246683,0.8758857766464739,0.9289721676266934
0.043,0.3891304808903373,0.515169775353956,0.9289721676266934
0.044,1.0513231456104262,-1.0211744464439332,0.9289721676266934
0.045,-1.6736500571209685,-1.8586953477434696,-1.3080946153571242
0.046,-1.6736500571209685,-0.7292144114972918,-1.3080946153571242
0.047,-1.6736500571209685,-0.09459044892426051,-1.1141588852354367
0.048,-0.6564814658660314,-0.13291478046142963,0.9289721676266934
0.049,0.25745824820029634,-0.20618085922357002,0.9289721676266934
0.05,0.6971230189194803,-1.6219841898960592,0.9289721676266934
0.051,0.1935497569776245,0.474590387608655,-0.23406832336278874
0.052,-0.5656258045551675,-0.41021695005521375,-1.3080946153571242
0.053,-0.9660256035829785,0.074422526674902,-1.3080946153571242
0.054,-0.25146644939949647,-0.021324370162120118,-0.5263397819562682
0.055,1.2353539514389227,0.22885900492871722,0.9289721676266934
0.056,1.47482278080667,0.23561254955203997,0.9289721676266934
0.057,1.4794459145703316,0.9367490462638889,0.8382864451151129
0.058,1.4794459145703316,1.418075682688244,0.21550464161720706
