Time (s),Vibration_1,Vibration_2,Vibration_3
0.0,-1.6116400975744187,-0.5002535756524435,-0.20796903868146305
0.001,-0.0695618057809906,1.4028648341281298,-1.226692797899681
0.002,0.24272510587057433,-0.751020429420086,1.296392144736232
0.003,0.41941643015030344,-0.5945618926828093,0.22229787823079414
0.004,0.5197725684409367,0.6076868097272626,-0.25383685692667474
0.005,-1.0406011734115572,-0.26234996081418305,-0.37406442694542824
0.006,-0.442707609289082,-1.2804244879690316,-0.6240061224272495
0.007,-1.0038504242460473,-0.7081650681072481,-0.4958730895382342
0.008,0.13247285837404466,-1.0232260147366983,0.3520120036938617
0.009,1.5275626852370132,-0.6738630976288962,1.2600108819353344
0.01,0.9296691211145381,-0.13161790193567038,-0.6224250298531973
0.011,-0.36779653299481413,0.6719809025890705,0.5022964662173035
0.012,0.49290339674974337,0.6977073804478344,0.10999190467999657
0.013,0.369935884120821,-1.0253698878915953,1.347019374301295
0.014,-2.0710171962775026,1.4843099122291137,1.4213629924771425
0.015,1.7692689766051135,2.598814527784123,-1.5177590339045568
0.016,0.6526361902757556,0.7727208390841273,-1.7297222404137338
0.017,-0.5105562640355296,0.07830485296341892,1.131877849046319
0.018,1.3678444234425806,-0.26878158027887405,1.3217057595187636
0.019,-0.6010162931202663,-1.0618157315248442,1.4213629924771425
0.02,0.20739846639989243,-0.45739821433960565,-1.3453392753443825
0.021,-0.37485895454263457,0.23690726285559258,-1.2298549830477858
0.022,-1.4194143522358007,-0.26878158027887405,1.4213629924771425
0.023,0.36569261849949675,0.18545430713806466,0.575058991819099
0.024,0.11834801527840384,-0.4381033559455326,-1.1207111946450927
0.025,-0.26319712908285675,1.7114941612928891,-0.736312095978047
0.026,-1.4900821629087444,0.18545430713806466,-0.4420836748250668
0.027,0.25686448069779505,-1.0210821415818012,0.23021947469875007
0.028,-0.78901330456914,-0.8946378290130826,1.4213629924771425
0.029,0.34873408774577985,-0.26234996081418305,-0.779017729075154
0.03,2.2088538568964045,-1.569758956739718,-2.5047480064578678
0.031,-0.6688649478667138,-0.0501728238346866,-0.791682603265267
0.032,-0.4299923441566893,0.19831754606744664,1.2521054190650729
0.033,0.6823099861618652,-1.1946916635582538,1.4213629924771425
0.034,-0.044203934174104564,-0.009571844602255861,1.1302967564722668
0.035,-1.2639248243311128,1.1220837561919295,-0.4120267823203783
0.036,1.7621920233257133,1.4885976585389078,-0.9150562248344308
